"","小区名","地区","道路","厅室","面积","层数","联系人","月租"
"842","布吉中心广场","龙岗-布吉","吉华路69号","1室1厅","58","8/17","李魏",3000
"843","九祥岭综合楼","南山-西丽","南天路","1室1厅","108","17/47","曹庆军",18000
"844","怡景花园","罗湖-怡景","怡景路","1室1厅","40","2/5","何春燕",1500
"845","通业花园","福田-梅林","下梅林一街","1室0厅","35","15/26","代杰",1800
"846","世纪豪庭","福田-车公庙","深南大道6029号","1室0厅","14","12/28","温泽军",1980
"847","星光之约花园","龙岗-坂田","五和大道南路30号","1室0厅","30","3/8","宋曼玲",1830
"848","泓瀚苑","龙岗-坂田","长发路","1室1厅","40","2/5","何春燕",560
"849","医疗中心小区","福田-华强南","福华路17号","1室0厅","27","3/6","祝林美",1230
"850","百合星城(一期)","龙岗-布吉","龙岗大道","1室1厅","34","3/6","许文杰",650
"851","华强城","宝安-福永","宝安大道","1室1厅","35","8/10","吴康贤",18000
"852","布吉中心广场","龙岗-布吉","吉华路69号","1室0厅","30","2/8","熊健辉",1780
"853","桂庙新村","南山-科技园","学府路","1室0厅","28","12/13","肖磊",5000
"854","沙坣新村","宝安-沙井","沙壆一路,近新安路","1室1厅","56","10/12","李星",2400
"855","三围社区","宝安-西乡","宝安大道","1室0厅","28","6/14","李新伟",4600
"856","福景花园","龙华-龙华中心区","中环路139号","1室0厅","30","8/12","何飞龙",950
"857","万象新天一期","宝安-西乡","固戍二路","1室1厅","45","17/23","赵民华",1300
"858","美丽365花园","龙华-龙华中心区","三联路","1室1厅","45","6/12","郭兵",1880
"859","半山语林花园","南山-桃源村","珠光路230号","1室1厅","45","6/12","戴文君",780
"860","博岗大厦(壆岗大厦)","宝安-沙井","新沙路306号","1室0厅","25","2/12","周洋洋",1100
"861","乐景花园","龙华-龙华中心区","东环一路246号","1室1厅","41","23/25","邓辉",850
"862","19区综合楼","宝安-新安","新安二路","1室0厅","28","8/10","曾琪",600
"863","倚龙华庭","龙岗-丹竹头","龙岗大道","1室0厅","36","6/12","李星",1880
"864","桃园居","宝安-石岩","园岭大道5号","1室1厅","38","3/6","刘素娟",5500
"865","广场北街小区","罗湖-蔡屋围","广场北街","1室0厅","30","3/8","九别木乃",850
"866","爱联B区小区","龙岗-龙岗中心城","龙岗大道","1室2厅","56","16/31","吴风",1380
"867","凯丰花园","福田-梅林","凯丰路8号","1室0厅","24","2/6","陈旦",888
"868","光雅园","龙岗-坂田","永香路","1室0厅","36","8/15","郑国栋",1880
"869","金域豪庭一期","宝安-福永","福一路","1室1厅","42","9/12","杨冬杰",1300
"870","裕安花园","宝安-新安","冠春二街","1室1厅","30","6/16","潘耀栋",1500
"871","隆盛花园","龙岗-横岗","茂盛路","1室0厅","15","7/8","刘巧",1780
"872","鸿荣源禧园","宝安-沙井","宝安大道8230号","1室0厅","25","5/8","王飞",1100
"873","世纪豪庭","福田-车公庙","深南大道6029号","1室1厅","18","7/10","唐友园",1200
"874","晒布小区","罗湖-东门","晒布路48号","1室0厅","30","6/12","周永琨",900
"875","龙都名园","南山-桃源村","龙井路350号","1室1厅","77","13/75","陈柏军",1680
"876","星湖名居","光明-公明","星湖路36号","1室0厅","30","3/4","钟小君",2280
"877","恒大城市广场","龙岗-龙岗中心城","龙岗大道,近如意路","1室1厅","48","20/30","梁盼盼",15500
"878","大磡商业街84栋","南山-西丽","大磡商业街","1室0厅","25","6/8","程帅男",3700
"879","玉翠新村","龙华-大浪","玉翠一路","1室0厅","30","6/13","曹世电",1000
"880","沙尾西村","福田-新洲","新洲路","1室0厅","35","9/12","庄俊仲",2000
"881","满京华喜悦里华庭","龙岗-龙岗中心城","碧新路","1室0厅","40","5/8","程帅男",1600
"882","阳明公寓","龙岗-坂田","吉华路","1室0厅","29","3/6","李凌云",680
"883","星河传奇","龙华-民治","民塘路","1室0厅","45","11/12","戴糯平",1925
"884","颐林雅院","福田-梅林","中康北路77号","1室0厅","30","3/7","郭红利",900
"885","中房怡芬花园","龙岗-丹竹头","中怡路56号","1室0厅","18","5/10","陈晓奇",1600
"886","沙尾文化综合楼","福田-新洲","沙尾路,近金地一路","1室1厅","45","8/12","杨彬",2500
"887","下沙五坊","福田-上下沙","福荣路","1室1厅","40","6/14","李青雯",900
"888","和成世纪名园","龙岗-坂田","五和大道","1室1厅","30","2/12","邹家海",1500
"889","六约商住楼","龙岗-横岗","六和路39-1号","1室0厅","48","7/16","侯琪",1480
"890","固戍华庭","宝安-西乡","固戍一路38号","1室0厅","30","6/13","彭天福",1380
"891","西荟城一期","宝安-沙井","新沙路","1室0厅","25","7/15","戴付强",950
"892","白石龙一区","龙华-梅林关口","民塘路","1室1厅","40","12/18","陈新国",800
"893","大芬新村","龙岗-丹竹头","东西干道","1室1厅","45","6/8","王双飞",1650
"894","华强城","宝安-福永","宝安大道","1室0厅","30","3/8","兰星兵",1500
"895","岗头新围仔","龙岗-坂田","五和大道,近张衡路","1室1厅","43","25/30","曾砚",3000
"896","京基御景华城","福田-赤尾","滨河大道3001号","1室0厅","22","8/9","丘楚林",2000
"897","紫薇花园","龙岗-大运","龙潭路35号","1室0厅","30","1/5","孙明霞",1280
"898","幸福花苑","光明-公明","塘尾路","1室0厅","20","3/27","李艳映",4800
"899","桃源村(二期)","南山-桃源村","龙井路","1室1厅","45","18/26","高展锋",900
"900","沙尾西村","福田-新洲","新洲路","1室1厅","45","7/17","肖磊",1820
"901","白石厦村","宝安-福永","福永大道","1室0厅","20","6/8","陈建洪",900
"902","泰富华庭","宝安-沙井","新二路148号","1室1厅","40","12/18","陈新国",888
"903","孖岭住宅楼","福田-梅林","梅华路","1室1厅","60","2/9","龚雪梅",1830
"904","南航明珠花园","宝安-西乡","航空路","1室0厅","35","10/13","李星",1380
"905","翡翠华庭","宝安-新安","前进一路","1室1厅","45","6/8","王双飞",1600
"906","鹏达摩尔城","龙岗-龙岗中心城","龙岗大道6002号","1室0厅","30","9/12","高尚",800
"907","珠江广场","龙岗-大运","龙翔大道9009号","1室1厅","25","5/6","唐友园",900
"908","财富港国际中心","宝安-西乡","宝源路138号","1室0厅","22","8/9","丘楚林",3200
"909","平湖花园","龙岗-平湖","顺昌街63号","1室1厅","40","6/15","陈芳",780
"910","新厦大道23号小区","龙岗-平湖","新厦大道23号","1室0厅","30","1/5","孙明霞",1300
"911","东方银座公馆","南山-南山中心","学府路","1室1厅","45","18/26","高展锋",4800
"912","丹平小区","龙岗-丹竹头","沙平北路472号1巷","1室0厅","24","1/5","王姗",990
"913","港铁天颂","龙华-大浪","和平路374号","1室1厅","26","25/31","游有盛",1850
"914","万象新天三期","宝安-西乡","宝安大道","1室0厅","30","6/9","付萍",1000
"915","华兴花园","罗湖-黄贝岭","新秀路21号","1室1厅","50","23/34","陈杨龙",1380
"916","创业花园","龙华-民治","创业一路","1室0厅","24","4/6","何宝贤",1580
"917","水晶花园","龙岗-布吉","吉华路","1室0厅","30","3/7","李颖",1600
"918","新天石厦花园","福田-石厦","石厦二街,近石厦路","1室0厅","25","2/6","张政",1420
"919","光雅园","龙岗-坂田","永香路","1室0厅","25","8/10","郑泽彬",1680
"920","珑御府","南山-科技园","高新南十道","1室1厅","46","6/12","谢艳鹏",4800
"921","上岭排新村","龙华-龙华区政府","水泰路,近沿河路","1室0厅","32","6/12","刘晓东",680
"922","如意豪庭","宝安-石岩","如意路187号","1室0厅","28","2/7","邹洋",1080
"923","深竹小区","龙岗-横岗","深竹七巷7号","1室1厅","40","4/6","肖飞武",1300
"924","丹竹头老围小区","龙岗-丹竹头","龙岗大道","1室0厅","26","8/12","任晓凤",1200
"925","松茂御龙湾","宝安-西乡","银田路","1室1厅","18","7/10","唐友园",5500
"926","深新大厦","福田-梅林","梅观路5号","1室1厅","45","5/12","李丹",1830
"927","悠山美地家园","龙华-大浪","布龙路","1室1厅","41","9/25","昝卿",1580
"928","九祥岭综合楼","南山-西丽","南天路","1室0厅","23","2/6","郭经龙",900
"929","华侨城华寓","宝安-宝安中心","海天路21号","1室0厅","31","7/9","李婷",8000
"930","世纪豪庭","福田-车公庙","深南大道6029号","1室1厅","25","4/8","温金金",1880
"931","如意豪庭","宝安-石岩","如意路187号","1室1厅","36","1/8","王姗",1300
"932","联城美园","罗湖-国贸","新安路59号","1室1厅","30","5/6","陈绍杰",3000
"933","灵芝园新村","宝安-新安","前进一路62号","1室1厅","45","6/21","赵海英",2000
"934","国际名园","罗湖-国贸","江背路18号","1室1厅","45","5/8","戴糯平",4000
"935","创兴时代","龙岗-坂田","里浦街3号","1室1厅","100","28/31","梁慧",1700
"936","翠隆花园","龙岗-布吉","布龙路","1室0厅","31","5/6","肖飞武",1925
"937","万象新天一期","宝安-西乡","固戍二路","1室0厅","30","8/12","何飞龙",2280
"938","云景豪园","罗湖-国贸","春风路2033号","1室1厅","46","20/30","梁盼盼",4500
"939","上沙村","福田-上下沙","福永路东2号","1室0厅","38","12/14","肖乾超",1950
"940","万丰村","宝安-沙井","仁爱路","1室1厅","46","8/12","苏料生",1480
"941","民乐花园","龙华-梅林关口","梅坂大道","1室0厅","32","8/12","林可仪",1680
"942","恒大城市广场","龙岗-龙岗中心城","龙岗大道,近如意路","1室0厅","30","12/13","李星",950
"943","恒大城市广场","龙岗-龙岗中心城","龙岗大道,近如意路","1室9厅","23","3/7","周婷婷",850
"944","德金花园","宝安-福永","桥和路313号","1室0厅","25","2/5","叶秋菁",1800
"945","金侨花园","龙华-龙华中心区","东环一路","1室1厅","58","11/17","李魏",1480
"946","橄榄鹏苑","福田-莲花","彩田路","1室1厅","37","5/33","杨志丰",4600
"947","万象新天三期","宝安-西乡","宝安大道","1室1厅","43","20/21","袁子呈",1500
"948","白石龙一区","龙华-梅林关口","民塘路","1室1厅","45","5/14","谭周轩",2980
"949","怡苑(三区)","龙岗-龙岗中心城","龙翔大道","1室0厅","20","4/8","林斯妮",2100
"950","同富丽苑","龙华-大浪","华繁路165号","1室0厅","32","8/13","钟俊龙",1380
"951","西丽城市公寓","南山-西丽","留仙大道","1室1厅","37","7/16","李长新",2000
"952","华强城","宝安-福永","宝安大道","1室0厅","30","6/13","曹世电",1500
"953","荣泰园","宝安-沙井","宝安大道","1室0厅","35","7/17","邓景龙",1500
"954","都市翠海华苑","宝安-新安","创业二路100号","1室1厅","28","12/15","李振华",2680
"955","固戍福华大厦","宝安-西乡","宝安大道","1室1厅","49","6/16","谭周轩",2580
"956","卡罗社区","宝安-宝安中心","裕安一路","1室0厅","36","4/16","侯琪",3500
"957","留仙居","南山-西丽","新高路19号","1室1厅","48","20/30","梁盼盼",2080
"958","锦绣新村","龙华-龙华中心区","三联路","1室0厅","30","5/7","彭永平",1880
"959","丹竹头老围小区","龙岗-丹竹头","龙岗大道","1室1厅","46","5/9","宋昱霏",1200
"960","德金花园","宝安-福永","桥和路313号","1室0厅","26","1/6","郭经龙",2000
"961","光雅园","龙岗-坂田","永香路","1室0厅","30","6/13","曹世电",1050
"962","星际家园","宝安-松岗","宝安大道","1室1厅","17","9/27","居瑞端",2000
"963","佳兆业大都汇","龙岗-布吉","龙岗大道","1室1厅","41","16/21","洪敏",1280
"964","碧水龙庭(一二期)","龙华-梅林关口","民康路","1室0厅","15","5/8","刘巧",4100
"965","深南花园","南山-科技园","科兴路11号","1室1厅","108","6/47","曹庆军",1960
"966","景华新村","龙华-龙华中心区","和平路","1室1厅","35","7/10","吴康贤",1925
"967","万科四季花城南区(别墅)","龙华-梅林关口","永香西路","1室0厅","35","7/16","代杰",2580
"968","天源大厦","南山-南油","南山大道1153号","1室1厅","30","5/8","孙立鹏",799
"969","桥头荔园小区","宝安-福永","荔园路","1室1厅","35","9/10","吴康贤",15500
"970","华强城","宝安-福永","宝安大道","1室1厅","38","14/20","陈加赵",2580
"971","恒大城市广场","龙岗-龙岗中心城","龙岗大道,近如意路","1室0厅","24","2/6","陈旦",2000
"972","上梅林新村","福田-梅林","上梅林新村6号","1室1厅","45","7/19","邓景龙",4500
"973","新围村","南山-西丽","留仙大道","1室1厅","45","13/28","殷新星",5800
"974","民乐新村","龙华-梅林关口","梅观路","1室1厅","46","25/30","吴风",1580
"975","鸿荣源西城雅筑","宝安-宝安中心","玉律路","1室0厅","14","5/10","唐友园",5000
"976","福宁小区","龙岗-龙岗中心城","上宁路25号","1室0厅","32","8/12","林可仪",4800
"977","天安云谷","龙岗-坂田","雪岗北路","1室0厅","36","6/12","朱伟南",1780
"978","下十围村","宝安-宝安机场","围西街","1室1厅","25","2/9","舒媛媛",2300
"979","珠江广场","龙岗-大运","龙翔大道9009号","1室0厅","45","12/13","李星",1800
"980","壹方中心(壹方中心玖誉)","宝安-宝安中心","宝华路","1室0厅","32","5/11","乔文治",1980
"981","西荟城一期","宝安-沙井","新沙路","1室0厅","46","8/12","朱伟南",2280
"982","白石龙一区","龙华-梅林关口","民塘路","1室0厅","35","11/13","李星",850
"983","新厦大道23号小区","龙岗-平湖","新厦大道23号","1室0厅","32","6/12","吴晓娟",800
"984","新屯南路24号小区","龙岗-龙岗中心城","新屯南路24号","1室0厅","32","6/12","乔文治",2180
"985","布吉新村","龙岗-布吉","龙岗大道","1室0厅","32","6/12","乔文治",1800
"986","旭飞花园","福田-八卦岭","八卦二路","1室1厅","105","28/45","冉星宇",1880
"987","同富丽苑","龙华-大浪","华繁路165号","1室0厅","24","1/9","舒媛媛",1680
"988","如意小区","龙岗-龙岗中心城","如意路86号","1室0厅","46","8/12","朱伟南",2300
"989","佳兆业大都汇","龙岗-布吉","龙岗大道","1室0厅","32","6/11","乔文治",2300
"990","华茂苑","福田-梅林","中康路1号","1室0厅","30","6/20","黎秋丽",22000
"991","幸福花园","南山-桃源村","西丽湖路4221号","1室0厅","28","2/6","冷文婷",1800
"992","骏凯豪庭","宝安-福永","同富路","1室0厅","29","7/12","方威武",1400
"993","财富港国际中心","宝安-西乡","宝源路138号","1室0厅","30","4/8","宋曼玲",1300
"994","新洲村","福田-新洲","新南街","1室0厅","22","8/8","张晓",1000
"995","万象新天三期","宝安-西乡","宝安大道","1室0厅","25","1/10","曾莹莹",1500
"996","惠鑫公寓","龙华-梅林关口","梅龙大道43号","1室1厅","40","7/13","陈彬",1350
"997","城市3米6公寓","福田-福田口岸","绒花路138号","1室1厅","30","19/22","高其阳",2200
"998","信义锦绣花园","龙岗-横岗","恒心路9号","1室0厅","29","16/19","郭晓雨",3000
"999","孖岭住宅楼","福田-梅林","梅华路","1室0厅","30","3/6","祝林国",2610
"1000","陂头背村","龙岗-大运","龙城沙园路","1室0厅","30","7/26","黎秋丽",1680
